Step,Performance,Game Manager Index,Best Route Energy,Curriculum Step,Target Route Energy,Efficiency,Improvement,Gap,Action_0,Action_1,Action_2,Action_3,Action_4,Action_5,Action_6,Action_7,Action_8,Action_9,Action_10
4096,264375.59219057416,2,53,0,4,7.547169811320755,-0.3018867924528302,12.25,0.092041015625,0.08544921875,0.097412109375,0.08984375,0.095458984375,0.09521484375,0.085693359375,0.088134765625,0.084716796875,0.08935546875,0.0966796875
8192,78104.39194189858,5,315,0,4,1.2698412698412698,-0.926984126984127,77.75,0.0947265625,0.08447265625,0.09130859375,0.080322265625,0.094970703125,0.0927734375,0.09326171875,0.09912109375,0.0888671875,0.091796875,0.08837890625
12288,90677.84179927848,6,426,0,4,0.9389671361502347,-0.9460093896713614,105.5,0.08837890625,0.085693359375,0.089599609375,0.07763671875,0.099609375,0.0859375,0.076904296875,0.12255859375,0.08154296875,0.0966796875,0.095458984375
16384,81368.51599548469,8,73,0,4,5.47945205479452,-0.8356164383561644,17.25,0.0908203125,0.093505859375,0.085205078125,0.094970703125,0.082763671875,0.08349609375,0.08837890625,0.0966796875,0.095947265625,0.095703125,0.092529296875
20480,118047.58606044296,10,154,0,4,2.5974025974025974,-0.922077922077922,37.5,0.10009765625,0.08251953125,0.087158203125,0.091796875,0.090576171875,0.08935546875,0.0966796875,0.09375,0.08447265625,0.090576171875,0.093017578125
24576,104831.2966612307,12,122,0,4,3.278688524590164,-0.901639344262295,29.5,0.08740234375,0.086181640625,0.077880859375,0.0908203125,0.0947265625,0.090576171875,0.09765625,0.0986328125,0.089599609375,0.092529296875,0.093994140625
28672,189359.0861257763,14,42,0,4,9.523809523809524,-0.7142857142857142,9.5,0.093017578125,0.087890625,0.079345703125,0.09375,0.095947265625,0.0888671875,0.09033203125,0.09228515625,0.08837890625,0.092529296875,0.09765625
32768,167214.09846433258,16,39,0,4,10.256410256410255,-0.6923076923076923,8.75,0.08935546875,0.087158203125,0.08544921875,0.083984375,0.0859375,0.089111328125,0.094970703125,0.079833984375,0.100341796875,0.1005859375,0.103271484375
36864,84344.66027028921,19,152,0,4,2.631578947368421,-0.9210526315789473,37.0,0.09130859375,0.079345703125,0.081787109375,0.088134765625,0.083984375,0.087158203125,0.101318359375,0.10205078125,0.0859375,0.095458984375,0.103515625
40960,34775.880641258525,21,52,0,4,7.6923076923076925,-0.7692307692307692,12.0,0.095703125,0.089111328125,0.08154296875,0.08984375,0.083251953125,0.078857421875,0.099365234375,0.09765625,0.086669921875,0.093994140625,0.10400390625
45056,235829.3392942271,23,29,0,4,13.793103448275861,-0.5862068965517241,6.25,0.104736328125,0.0703125,0.082275390625,0.082763671875,0.0908203125,0.088623046875,0.105224609375,0.082275390625,0.095947265625,0.10302734375,0.093994140625
49152,160042.67605914726,25,97,0,4,4.123711340206185,-0.8762886597938144,23.25,0.10546875,0.0810546875,0.07763671875,0.091552734375,0.087646484375,0.0859375,0.102783203125,0.087158203125,0.09033203125,0.098876953125,0.091552734375
53248,99807.7029330523,27,11,0,4,36.36363636363637,0.09090909090909116,1.75,0.101318359375,0.080078125,0.0810546875,0.08984375,0.086669921875,0.083984375,0.1005859375,0.084228515625,0.088623046875,0.100830078125,0.102783203125
57344,115263.96590301697,29,5,0,4,80.0,1.1999999999999997,0.25,0.10595703125,0.07666015625,0.0771484375,0.085205078125,0.085693359375,0.08203125,0.100830078125,0.09423828125,0.096923828125,0.095458984375,0.099853515625
61440,174460.6121042345,30,194,0,4,2.0618556701030926,-0.9742268041237114,47.5,0.10302734375,0.071044921875,0.0791015625,0.08544921875,0.089111328125,0.0830078125,0.0986328125,0.08935546875,0.100830078125,0.099609375,0.100830078125
65536,215005.7071495717,31,47,0,4,8.51063829787234,-0.8936170212765958,10.75,0.099853515625,0.070556640625,0.08154296875,0.07470703125,0.08984375,0.091552734375,0.10498046875,0.095458984375,0.099365234375,0.09765625,0.094482421875
69632,136389.19687095293,33,417,0,4,0.9592326139088728,-0.9880095923261392,103.25,0.09912109375,0.0703125,0.0888671875,0.08251953125,0.0888671875,0.092041015625,0.10302734375,0.09375,0.09033203125,0.09228515625,0.098876953125
73728,4848.529719881576,34,84,0,4,0.0,-0.9404761904761905,20.0,0.10546875,0.0625,0.073974609375,0.082763671875,0.0966796875,0.09228515625,0.107177734375,0.10009765625,0.093017578125,0.086669921875,0.099365234375
77824,124094.90529801066,35,367,0,4,1.08991825613079,-0.9863760217983651,90.75,0.1142578125,0.06298828125,0.082763671875,0.081787109375,0.088134765625,0.089599609375,0.1044921875,0.09130859375,0.08837890625,0.093017578125,0.103271484375
81920,504461.53904770437,35,14,0,4,28.57142857142857,-0.6428571428571429,2.5,0.096923828125,0.068603515625,0.08154296875,0.090576171875,0.090087890625,0.10107421875,0.09912109375,0.08740234375,0.099365234375,0.092529296875,0.0927734375
86016,36911.57140250879,39,597,0,4,0.6700167504187605,-0.9916247906197654,148.25,0.11279296875,0.069091796875,0.07275390625,0.087158203125,0.091552734375,0.09521484375,0.100341796875,0.088623046875,0.091796875,0.092529296875,0.09814453125
90112,246612.1352343141,40,17,0,4,23.52941176470588,-0.7058823529411764,3.25,0.11181640625,0.068359375,0.068115234375,0.088134765625,0.093017578125,0.09619140625,0.099853515625,0.096435546875,0.08740234375,0.097412109375,0.09326171875
94208,119923.78538973595,43,47,0,4,8.51063829787234,-0.8936170212765958,10.75,0.100341796875,0.073486328125,0.07470703125,0.082763671875,0.090576171875,0.08642578125,0.1123046875,0.09765625,0.091064453125,0.09619140625,0.094482421875
98304,371373.5572945074,44,136,0,4,2.941176470588235,-0.9632352941176471,33.0,0.111328125,0.070068359375,0.06982421875,0.09033203125,0.09033203125,0.090576171875,0.092529296875,0.09228515625,0.096923828125,0.10400390625,0.091796875
102400,243724.9904101504,46,561,0,4,0.7130124777183601,-0.9910873440285204,139.25,0.103759765625,0.06982421875,0.073974609375,0.09326171875,0.086669921875,0.093505859375,0.098388671875,0.083984375,0.097900390625,0.10302734375,0.095703125
106496,623490.2589018504,46,432,0,4,0.9259259259259258,-0.9884259259259259,107.0,0.09716796875,0.063720703125,0.078125,0.09228515625,0.09375,0.094482421875,0.097412109375,0.093017578125,0.0927734375,0.100830078125,0.096435546875
110592,38505.644559359585,49,144,0,4,2.7777777777777777,-0.9652777777777779,35.0,0.108154296875,0.077880859375,0.0693359375,0.084716796875,0.09375,0.086669921875,0.09814453125,0.0908203125,0.092529296875,0.104248046875,0.09375
114688,333053.7988455399,50,62,0,4,6.451612903225806,-0.9193548387096774,14.5,0.11181640625,0.064697265625,0.06982421875,0.09033203125,0.086669921875,0.08154296875,0.101318359375,0.08544921875,0.106689453125,0.107177734375,0.094482421875
118784,59375.78751414488,52,433,0,4,0.9237875288683602,-0.9884526558891455,107.25,0.109375,0.061767578125,0.066162109375,0.0947265625,0.093505859375,0.1005859375,0.107666015625,0.07763671875,0.09912109375,0.095458984375,0.093994140625
122880,282834.2024541197,53,417,0,4,0.9592326139088728,-0.9880095923261392,103.25,0.10986328125,0.064453125,0.073486328125,0.092041015625,0.080078125,0.088623046875,0.098388671875,0.08447265625,0.1103515625,0.09912109375,0.09912109375
126976,662391.9114394799,53,50,0,4,8.0,-0.9,11.5,0.106201171875,0.06005859375,0.07568359375,0.09228515625,0.084228515625,0.086669921875,0.10400390625,0.077392578125,0.11669921875,0.09765625,0.09912109375
131072,320729.4685521711,54,55,0,4,7.2727272727272725,-0.9090909090909092,12.75,0.111328125,0.05908203125,0.067138671875,0.09130859375,0.084228515625,0.0849609375,0.104248046875,0.087158203125,0.110107421875,0.099365234375,0.10107421875
135168,336871.30650245055,55,354,0,4,1.1299435028248588,-0.9858757062146892,87.5,0.119873046875,0.062255859375,0.072021484375,0.08251953125,0.08642578125,0.087890625,0.09765625,0.08837890625,0.08984375,0.094482421875,0.11865234375
139264,185500.55085809136,57,2417,0,4,0.16549441456350847,-0.9979313198179561,603.25,0.1220703125,0.059814453125,0.07373046875,0.083984375,0.08935546875,0.081787109375,0.09423828125,0.0849609375,0.099853515625,0.098876953125,0.111328125
143360,565512.6515454546,57,2417,0,4,0.16549441456350847,-0.9979313198179561,603.25,0.127197265625,0.052734375,0.068359375,0.077880859375,0.098388671875,0.08203125,0.102294921875,0.087890625,0.09228515625,0.097900390625,0.113037109375
147456,125344.19017937443,58,17,0,4,23.52941176470588,-0.7058823529411764,3.25,0.121826171875,0.04736328125,0.068115234375,0.09228515625,0.093017578125,0.08154296875,0.10302734375,0.075439453125,0.107177734375,0.09765625,0.112548828125
151552,372896.2403049498,59,38,0,4,10.526315789473683,-0.868421052631579,8.5,0.11279296875,0.048583984375,0.078125,0.09130859375,0.087890625,0.080078125,0.097412109375,0.10009765625,0.100341796875,0.09814453125,0.105224609375
155648,35412.543498064224,61,31,0,4,0.0,-0.8387096774193548,6.75,0.12744140625,0.047119140625,0.069580078125,0.0849609375,0.1005859375,0.070556640625,0.103515625,0.09130859375,0.1015625,0.09716796875,0.106201171875
159744,416142.65673519496,61,23,0,4,17.391304347826086,-0.782608695652174,4.75,0.13427734375,0.046875,0.064697265625,0.083984375,0.107177734375,0.073486328125,0.09716796875,0.08349609375,0.104248046875,0.09765625,0.10693359375
163840,2610.953541334548,63,57,0,4,0.0,-0.9122807017543859,13.25,0.134765625,0.048583984375,0.068359375,0.081787109375,0.10986328125,0.0751953125,0.097412109375,0.088623046875,0.0947265625,0.095947265625,0.104736328125
167936,49870.69409469786,65,1304,0,4,0.3067484662576687,-0.9961656441717791,325.0,0.11962890625,0.04736328125,0.06494140625,0.0810546875,0.09765625,0.0751953125,0.11376953125,0.090087890625,0.09765625,0.10498046875,0.107666015625
172032,83225.41749393169,67,101,0,4,3.9603960396039604,-0.9504950495049505,24.25,0.118408203125,0.046875,0.069580078125,0.082763671875,0.11181640625,0.07373046875,0.09814453125,0.08447265625,0.0908203125,0.10693359375,0.116455078125
176128,211025.18233081774,68,22,0,4,18.181818181818183,-0.7727272727272727,4.5,0.12109375,0.043212890625,0.07177734375,0.091796875,0.102783203125,0.070556640625,0.112060546875,0.080810546875,0.08984375,0.1015625,0.114501953125
180224,378094.87028077303,69,200,0,4,2.0,-0.975,49.0,0.126953125,0.043212890625,0.081298828125,0.083984375,0.10546875,0.068115234375,0.109375,0.08740234375,0.08642578125,0.104248046875,0.103515625
184320,164760.4966845534,70,689,0,4,0.5805515239477503,-0.9927431059506532,171.25,0.138916015625,0.044921875,0.065673828125,0.0810546875,0.100341796875,0.06640625,0.12109375,0.07958984375,0.084228515625,0.1083984375,0.109375
188416,544877.9214169608,70,689,0,4,0.5805515239477503,-0.9927431059506532,171.25,0.135498046875,0.04296875,0.059814453125,0.083740234375,0.09326171875,0.072265625,0.114501953125,0.078857421875,0.093017578125,0.105224609375,0.120849609375
192512,142145.43372808024,71,689,0,4,0.0,-0.9927431059506532,171.25,0.128662109375,0.04638671875,0.060546875,0.086181640625,0.0966796875,0.07373046875,0.11376953125,0.0869140625,0.086181640625,0.1064453125,0.114501953125
196608,522294.50028787315,71,10455,0,4,0.03825920612147298,-0.9995217599234817,2612.75,0.149169921875,0.04541015625,0.057861328125,0.079345703125,0.095703125,0.0712890625,0.114013671875,0.093017578125,0.0751953125,0.093994140625,0.125
200704,900616.06507949,71,10455,0,4,0.03825920612147298,-0.9995217599234817,2612.75,0.138671875,0.04296875,0.06103515625,0.078857421875,0.1025390625,0.070068359375,0.110595703125,0.08984375,0.08740234375,0.09716796875,0.120849609375
204800,236482.5235633245,72,11,0,4,36.36363636363637,-0.5454545454545454,1.75,0.138671875,0.049072265625,0.0576171875,0.081298828125,0.10791015625,0.07080078125,0.112548828125,0.085693359375,0.078857421875,0.100341796875,0.1171875
208896,337530.8491729657,73,8,0,4,50.0,-0.375,1.0,0.14794921875,0.0390625,0.057861328125,0.081787109375,0.107177734375,0.0751953125,0.09521484375,0.0859375,0.091552734375,0.10107421875,0.1171875
212992,377258.32111343555,74,14,0,4,28.57142857142857,-0.6428571428571429,2.5,0.143310546875,0.04736328125,0.05712890625,0.088134765625,0.096923828125,0.078125,0.095947265625,0.090087890625,0.08447265625,0.0927734375,0.125732421875
217088,756326.2841752433,74,14,0,4,28.57142857142857,-0.6428571428571429,2.5,0.149658203125,0.04052734375,0.0615234375,0.082763671875,0.103271484375,0.061767578125,0.109130859375,0.0947265625,0.088623046875,0.075439453125,0.132568359375
221184,180502.53567986246,75,79,0,4,5.063291139240507,-0.9367088607594937,18.75,0.148681640625,0.04296875,0.05712890625,0.0751953125,0.099365234375,0.071533203125,0.09912109375,0.089599609375,0.08544921875,0.094482421875,0.136474609375
225280,347288.79203847726,76,8,0,4,50.0,-0.375,1.0,0.151123046875,0.039306640625,0.05029296875,0.086181640625,0.090576171875,0.065673828125,0.10546875,0.09814453125,0.086669921875,0.1025390625,0.1240234375
229376,726405.7225782184,76,8,0,4,50.0,-0.375,1.0,0.160888671875,0.0380859375,0.05322265625,0.07763671875,0.0966796875,0.0673828125,0.09765625,0.104736328125,0.083740234375,0.09423828125,0.125732421875
233472,318311.2874339002,77,6590,0,4,0.06069802731411229,-0.9992412746585735,1646.5,0.140625,0.0419921875,0.0478515625,0.086669921875,0.09814453125,0.06640625,0.103759765625,0.08984375,0.083984375,0.1064453125,0.13427734375
237568,697682.117521007,77,559,0,4,0.7155635062611807,-0.9910554561717353,138.75,0.138916015625,0.0419921875,0.052490234375,0.079345703125,0.103759765625,0.065673828125,0.1044921875,0.095458984375,0.092041015625,0.105224609375,0.12060546875
241664,125595.08568082437,78,3547,0,4,0.11277135607555681,-0.9985903580490556,885.75,0.143798828125,0.0400390625,0.062255859375,0.083740234375,0.088134765625,0.06640625,0.104248046875,0.09716796875,0.08154296875,0.1123046875,0.120361328125
245760,505963.74309416034,78,23,0,4,17.391304347826086,-0.782608695652174,4.75,0.150634765625,0.04052734375,0.0595703125,0.073486328125,0.093017578125,0.064697265625,0.10205078125,0.099853515625,0.07958984375,0.108642578125,0.1279296875
249856,193394.81102647004,81,1724,0,4,0.23201856148491878,-0.9970997679814385,430.0,0.14208984375,0.0458984375,0.0625,0.0791015625,0.091552734375,0.065185546875,0.102294921875,0.0986328125,0.080322265625,0.10546875,0.126953125
253952,573342.8678706709,81,360,0,4,1.1111111111111112,-0.986111111111111,89.0,0.140869140625,0.044921875,0.059814453125,0.07958984375,0.0849609375,0.054443359375,0.104248046875,0.102294921875,0.088134765625,0.107666015625,0.133056640625
258048,73630.25353497127,82,98,0,4,4.081632653061225,-0.9489795918367347,23.5,0.140380859375,0.042724609375,0.067138671875,0.08203125,0.087890625,0.0576171875,0.106201171875,0.106689453125,0.077392578125,0.107666015625,0.124267578125
262144,145887.1421825768,83,378,0,4,1.0582010582010581,-0.9867724867724867,93.5,0.144287109375,0.043212890625,0.066650390625,0.072998046875,0.088134765625,0.06298828125,0.104736328125,0.102783203125,0.08251953125,0.107177734375,0.12451171875
266240,94488.48295289712,85,1181,0,4,0.3386960203217612,-0.995766299745978,294.25,0.14013671875,0.043701171875,0.056640625,0.078857421875,0.085205078125,0.05224609375,0.118896484375,0.09912109375,0.090087890625,0.106201171875,0.12890625
270336,188879.76723986457,86,69,0,4,5.797101449275362,-0.927536231884058,16.25,0.136474609375,0.04638671875,0.0625,0.076171875,0.09130859375,0.057861328125,0.1171875,0.113525390625,0.08251953125,0.09228515625,0.123779296875
274432,129810.18610963246,88,66,0,4,6.0606060606060606,-0.9242424242424242,15.5,0.146240234375,0.03857421875,0.06494140625,0.058837890625,0.078125,0.054931640625,0.12255859375,0.1181640625,0.08447265625,0.096923828125,0.13623046875
278528,326010.54560464557,89,66,0,4,0.0,-0.9242424242424242,15.5,0.1337890625,0.038818359375,0.056884765625,0.072998046875,0.076171875,0.055908203125,0.126220703125,0.119140625,0.087890625,0.10791015625,0.124267578125
282624,705329.8263939214,89,642,0,4,0.6230529595015576,-0.9922118380062305,159.5,0.129150390625,0.03515625,0.055908203125,0.067138671875,0.08349609375,0.0517578125,0.12939453125,0.114990234375,0.08984375,0.10205078125,0.14111328125
286720,1082727.730971468,89,642,0,4,0.6230529595015576,-0.9922118380062305,159.5,0.1298828125,0.035400390625,0.0595703125,0.061767578125,0.0849609375,0.053955078125,0.1376953125,0.112548828125,0.0908203125,0.099609375,0.1337890625
290816,254841.77856706496,90,8500,0,4,0.047058823529411764,-0.9994117647058823,2124.0,0.115478515625,0.043701171875,0.05810546875,0.0673828125,0.08837890625,0.057373046875,0.129638671875,0.1181640625,0.091064453125,0.10400390625,0.126708984375
294912,634499.0811452282,90,95,0,4,4.2105263157894735,-0.9473684210526315,22.75,0.119140625,0.037841796875,0.0556640625,0.061279296875,0.07958984375,0.05810546875,0.143798828125,0.11962890625,0.081787109375,0.10888671875,0.13427734375
299008,21816.939398192262,91,397,0,4,1.0075566750629723,-0.9874055415617129,98.25,0.12646484375,0.0390625,0.05810546875,0.0595703125,0.08544921875,0.052978515625,0.1259765625,0.11572265625,0.09423828125,0.110107421875,0.13232421875
303104,125877.8866861688,92,600,0,4,0.6666666666666667,-0.9916666666666666,149.0,0.128662109375,0.03955078125,0.054443359375,0.06298828125,0.093505859375,0.052490234375,0.14404296875,0.111083984375,0.0859375,0.10205078125,0.125244140625
307200,506246.0553694379,92,121,0,4,3.3057851239669422,-0.9586776859504132,29.25,0.129638671875,0.039306640625,0.056640625,0.061279296875,0.08984375,0.05712890625,0.14306640625,0.10595703125,0.0908203125,0.11474609375,0.111572265625
311296,335210.30989524024,93,121,0,4,0.0,-0.9586776859504132,29.25,0.131103515625,0.03515625,0.05859375,0.058349609375,0.094970703125,0.05615234375,0.144287109375,0.117919921875,0.08544921875,0.104736328125,0.11328125
315392,714494.550111354,93,83,0,4,4.819277108433735,-0.9397590361445782,19.75,0.1357421875,0.03369140625,0.049560546875,0.056884765625,0.10009765625,0.05517578125,0.14111328125,0.11572265625,0.0888671875,0.108642578125,0.114501953125
319488,164209.21293554993,94,83,0,4,0.0,-0.9397590361445782,19.75,0.139404296875,0.037109375,0.047607421875,0.056640625,0.087890625,0.05029296875,0.131591796875,0.135009765625,0.08984375,0.098876953125,0.125732421875
323584,544351.9993167848,94,83,0,4,0.0,-0.9397590361445782,19.75,0.140869140625,0.029296875,0.048095703125,0.065673828125,0.095458984375,0.053466796875,0.1357421875,0.1201171875,0.09375,0.090576171875,0.126953125
327680,105006.73447383274,95,789,0,4,0.5069708491761723,-0.9936628643852978,196.25,0.144287109375,0.03955078125,0.055419921875,0.059326171875,0.10498046875,0.0576171875,0.133544921875,0.11572265625,0.082763671875,0.08984375,0.116943359375
331776,485443.03090390173,95,29,0,4,13.793103448275861,-0.8275862068965518,6.25,0.139892578125,0.0322265625,0.0517578125,0.06005859375,0.099853515625,0.0517578125,0.14794921875,0.11865234375,0.093017578125,0.08984375,0.114990234375
335872,196762.94403038485,96,2914,0,4,0.13726835964310227,-0.9982841455044612,727.5,0.15478515625,0.034423828125,0.043701171875,0.061279296875,0.095947265625,0.0546875,0.134765625,0.126708984375,0.078369140625,0.091796875,0.12353515625
339968,576731.4420946081,96,2914,0,4,0.13726835964310227,-0.9982841455044612,727.5,0.154541015625,0.036865234375,0.045654296875,0.061767578125,0.0947265625,0.052490234375,0.1298828125,0.117431640625,0.094482421875,0.095458984375,0.11669921875
344064,109387.5706947496,97,759,0,4,0.5270092226613966,-0.9934123847167327,188.75,0.143798828125,0.031982421875,0.050048828125,0.0546875,0.1103515625,0.054443359375,0.129150390625,0.119873046875,0.092529296875,0.09716796875,0.115966796875
348160,489806.92250387534,97,5,0,4,80.0,0.0,0.25,0.16455078125,0.03466796875,0.045166015625,0.050537109375,0.101318359375,0.056396484375,0.1318359375,0.115234375,0.093994140625,0.091796875,0.114501953125
352256,75761.15452061027,98,5,0,4,0.0,0.0,0.25,0.163818359375,0.03564453125,0.046142578125,0.05322265625,0.099609375,0.052490234375,0.11865234375,0.119140625,0.107666015625,0.102294921875,0.101318359375
356352,456215.4663988124,98,13612,0,4,0.02938583602703497,-0.9996326770496621,3402.0,0.16064453125,0.037353515625,0.04833984375,0.061767578125,0.090087890625,0.055908203125,0.119873046875,0.11669921875,0.10107421875,0.0986328125,0.109619140625
360448,834857.5942360559,98,13612,0,4,0.02938583602703497,-0.9996326770496621,3402.0,0.158447265625,0.03271484375,0.044921875,0.05615234375,0.09326171875,0.05859375,0.113525390625,0.12255859375,0.109619140625,0.095703125,0.114501953125
364544,41567.569801867474,99,13612,0,4,0.0,-0.9996326770496621,3402.0,0.1640625,0.030517578125,0.044921875,0.061279296875,0.101318359375,0.054931640625,0.1162109375,0.12109375,0.1005859375,0.0947265625,0.1103515625
368640,79863.20781143244,100,29,0,4,0.0,-0.8275862068965518,6.25,0.159912109375,0.03857421875,0.044921875,0.060302734375,0.091796875,0.05712890625,0.12255859375,0.133056640625,0.103515625,0.08984375,0.098388671875
372736,460405.2059953028,100,269,0,4,1.486988847583643,-0.9814126394052044,66.25,0.16259765625,0.031982421875,0.048583984375,0.054443359375,0.095703125,0.048095703125,0.126220703125,0.129150390625,0.10546875,0.091796875,0.10595703125
376832,839048.4351943542,100,269,0,4,1.486988847583643,-0.9814126394052044,66.25,0.169921875,0.0380859375,0.04345703125,0.0595703125,0.098388671875,0.059326171875,0.11474609375,0.124755859375,0.098876953125,0.095458984375,0.097412109375
380928,304384.20371213806,101,269,0,4,0.0,-0.9814126394052044,66.25,0.16455078125,0.03076171875,0.044677734375,0.058837890625,0.089599609375,0.065673828125,0.114501953125,0.1279296875,0.099365234375,0.10009765625,0.10400390625
385024,683825.4963561835,101,269,0,4,0.0,-0.9814126394052044,66.25,0.16796875,0.0341796875,0.0478515625,0.064697265625,0.095703125,0.057373046875,0.106689453125,0.12060546875,0.102294921875,0.08837890625,0.1142578125
389120,304216.7824399828,102,897,0,4,0.4459308807134894,-0.9944258639910813,223.25,0.181640625,0.031494140625,0.04345703125,0.053466796875,0.106689453125,0.058349609375,0.102294921875,0.11865234375,0.09326171875,0.090087890625,0.12060546875
393216,683567.3255663643,102,309,0,4,1.2944983818770228,-0.9838187702265373,76.25,0.177001953125,0.0341796875,0.039794921875,0.0576171875,0.10791015625,0.0595703125,0.097900390625,0.12158203125,0.093994140625,0.095458984375,0.114990234375
397312,355362.5352032338,103,170,0,4,2.3529411764705883,-0.9705882352941175,41.5,0.18017578125,0.03515625,0.05126953125,0.0625,0.098388671875,0.060302734375,0.097900390625,0.11962890625,0.091552734375,0.091552734375,0.111572265625
401408,317558.54040309077,104,11403,0,4,0.035078488117162146,-0.9995615188985354,2849.75,0.177001953125,0.034423828125,0.0419921875,0.056884765625,0.108154296875,0.05712890625,0.099853515625,0.12646484375,0.089599609375,0.091552734375,0.116943359375
405504,696912.7934206262,104,11403,0,4,0.035078488117162146,-0.9995615188985354,2849.75,0.1748046875,0.0263671875,0.0458984375,0.052490234375,0.10791015625,0.0556640625,0.107421875,0.126708984375,0.095703125,0.085693359375,0.121337890625
409600,652.7353677977682,105,11403,0,4,0.0,-0.9995615188985354,2849.75,0.175537109375,0.031494140625,0.04248046875,0.04736328125,0.0986328125,0.060302734375,0.10595703125,0.12939453125,0.091796875,0.091064453125,0.1259765625
413696,381521.80070280575,105,11,0,4,36.36363636363637,-0.5454545454545454,1.75,0.181640625,0.0341796875,0.048095703125,0.0537109375,0.105712890625,0.052001953125,0.095947265625,0.13525390625,0.087890625,0.087158203125,0.118408203125
417792,103409.76372124809,106,11,0,4,0.0,-0.5454545454545454,1.75,0.160400390625,0.028564453125,0.04638671875,0.05419921875,0.105712890625,0.059814453125,0.114013671875,0.1318359375,0.0830078125,0.09814453125,0.117919921875
421888,483729.45411068003,106,11,0,4,0.0,-0.5454545454545454,1.75,0.171875,0.0361328125,0.039306640625,0.0556640625,0.104736328125,0.058349609375,0.10205078125,0.144287109375,0.077880859375,0.091064453125,0.11865234375
425984,862229.818451177,106,20961,0,4,0.019083059014360002,-0.9997614617623205,5239.25,0.154296875,0.03466796875,0.046875,0.0556640625,0.101318359375,0.06640625,0.100830078125,0.140869140625,0.08349609375,0.093505859375,0.1220703125
430080,1238801.8471804636,106,15220,0,4,0.026281208935611037,-0.9996714848883048,3804.0,0.14892578125,0.029296875,0.05078125,0.051025390625,0.111328125,0.057861328125,0.118896484375,0.132080078125,0.0859375,0.0927734375,0.12109375
434176,334554.0399737138,107,39,0,4,10.256410256410255,-0.8717948717948719,8.75,0.1455078125,0.03466796875,0.043701171875,0.059326171875,0.113037109375,0.054443359375,0.11328125,0.14111328125,0.07958984375,0.084716796875,0.130615234375
