Step,Performance,Game Manager Index,Best Route Energy,Curriculum Step,Target Route Energy,Efficiency,Improvement,Gap,Action_0,Action_1,Action_2,Action_3,Action_4,Action_5,Action_6,Action_7,Action_8,Action_9,Action_10
4096,137337.12880501588,3,82,0,4,4.878048780487805,-0.7439024390243902,19.5,0.09033203125,0.086669921875,0.092529296875,0.090087890625,0.093505859375,0.09521484375,0.0859375,0.08837890625,0.088623046875,0.093994140625,0.0947265625
8192,120294.35450021378,6,215,0,4,1.8604651162790697,-0.9023255813953488,52.75,0.09033203125,0.086669921875,0.08740234375,0.1025390625,0.083740234375,0.097412109375,0.092041015625,0.09375,0.084716796875,0.0869140625,0.094482421875
12288,223859.62560568788,8,40,0,4,10.0,-0.475,9.0,0.094970703125,0.081787109375,0.083984375,0.09423828125,0.084228515625,0.090576171875,0.084228515625,0.097412109375,0.092041015625,0.102294921875,0.09423828125
16384,24052.941243452522,12,157,0,4,0.0,-0.8662420382165605,38.25,0.088623046875,0.084716796875,0.094482421875,0.08740234375,0.083251953125,0.09228515625,0.090576171875,0.099853515625,0.089111328125,0.092529296875,0.09716796875
20480,55373.24860576341,14,104,0,4,3.8461538461538463,-0.798076923076923,25.0,0.08837890625,0.086669921875,0.08935546875,0.082763671875,0.087890625,0.0947265625,0.082275390625,0.099365234375,0.095947265625,0.095947265625,0.0966796875
24576,62069.65890457755,17,108,0,4,0.0,-0.8055555555555556,26.0,0.0869140625,0.083740234375,0.081787109375,0.089111328125,0.094482421875,0.091064453125,0.088134765625,0.10400390625,0.08935546875,0.098876953125,0.092529296875
28672,46531.27309928331,19,43,0,4,9.30232558139535,-0.5116279069767442,9.75,0.098876953125,0.088623046875,0.0810546875,0.08251953125,0.099365234375,0.09033203125,0.0830078125,0.10791015625,0.082763671875,0.0927734375,0.0927734375
32768,40926.449675565964,21,463,0,4,0.8639308855291578,-0.9546436285097193,114.75,0.0966796875,0.084228515625,0.0771484375,0.082275390625,0.098388671875,0.089599609375,0.087158203125,0.10693359375,0.08251953125,0.103759765625,0.09130859375
36864,17156.874428730982,24,324,0,4,1.2345679012345678,-0.9629629629629629,80.0,0.09326171875,0.083740234375,0.0791015625,0.091064453125,0.10009765625,0.09130859375,0.090087890625,0.103759765625,0.08251953125,0.0966796875,0.08837890625
40960,152131.43563611194,26,97,0,4,4.123711340206185,-0.8762886597938144,23.25,0.092529296875,0.08447265625,0.07421875,0.083251953125,0.095947265625,0.090087890625,0.094970703125,0.1142578125,0.08349609375,0.092041015625,0.0947265625
