Step,Performance,Game Manager Index,Best Route Energy,Curriculum Step,Target Route Energy,Efficiency,Improvement,Gap,Action_0,Action_1,Action_2,Action_3,Action_4,Action_5,Action_6,Action_7,Action_8,Action_9,Action_10
2048,190640.5673995537,1,635,0,4,635,1.2110236220472441,157.75,0.08642578125,0.09912109375,0.08740234375,0.09130859375,0.08447265625,0.09423828125,0.091796875,0.0908203125,0.0966796875,0.08447265625,0.09326171875
4096,380912.09113330947,1,44,0,4,44,0.38636363636363646,10.0,0.09912109375,0.0966796875,0.0869140625,0.076171875,0.0947265625,0.0927734375,0.0859375,0.09814453125,0.08203125,0.0966796875,0.0908203125
6144,52379.35493053973,2,44,0,4,44,0.38636363636363646,10.0,0.09521484375,0.08935546875,0.09716796875,0.08544921875,0.0859375,0.08349609375,0.09228515625,0.08544921875,0.09521484375,0.1005859375,0.08984375
8192,242976.71082233102,2,171,0,4,171,-0.7426900584795322,41.75,0.08251953125,0.0869140625,0.08544921875,0.095703125,0.1005859375,0.09228515625,0.0908203125,0.08349609375,0.09033203125,0.0966796875,0.09521484375
10240,3450.02243224778,3,171,0,4,171,-0.7426900584795322,41.75,0.087890625,0.095703125,0.09423828125,0.10595703125,0.09912109375,0.09814453125,0.08203125,0.0830078125,0.080078125,0.09375,0.080078125
12288,194085.3804916389,3,349,0,4,349,-0.8739255014326648,86.25,0.0810546875,0.1005859375,0.08447265625,0.08837890625,0.07861328125,0.0859375,0.09912109375,0.08935546875,0.08251953125,0.10498046875,0.10498046875
14336,172314.74570604906,4,601,0,4,601,-0.9267886855241265,149.25,0.09033203125,0.0810546875,0.08544921875,0.09375,0.0966796875,0.07958984375,0.10986328125,0.0966796875,0.0849609375,0.091796875,0.08984375
16384,362611.2757219655,4,601,0,4,601,-0.9267886855241265,149.25,0.09912109375,0.08349609375,0.08984375,0.08837890625,0.09521484375,0.09033203125,0.091796875,0.0888671875,0.0859375,0.0869140625,0.10009765625
18432,552444.5771001145,4,55,0,4,55,-0.2000000000000001,12.75,0.0869140625,0.09375,0.08837890625,0.09423828125,0.0859375,0.0869140625,0.11181640625,0.0888671875,0.0810546875,0.083984375,0.09814453125
20480,126987.75647653786,5,1084,0,4,1084,-0.9594095940959411,270.0,0.0869140625,0.0986328125,0.09130859375,0.09375,0.0947265625,0.08935546875,0.0986328125,0.08349609375,0.0849609375,0.076171875,0.10205078125
22528,317393.9502650034,5,400,0,4,400,-0.89,99.0,0.10205078125,0.09033203125,0.09033203125,0.091796875,0.08447265625,0.08642578125,0.10888671875,0.08447265625,0.083984375,0.087890625,0.08935546875
24576,507317.50731394015,5,400,0,4,400,-0.89,99.0,0.09619140625,0.07861328125,0.0830078125,0.09033203125,0.08984375,0.1103515625,0.09033203125,0.09033203125,0.08642578125,0.0869140625,0.09765625
26624,696779.585215846,5,136,0,4,136,-0.6764705882352942,33.0,0.091796875,0.09375,0.08544921875,0.09716796875,0.076171875,0.0986328125,0.10400390625,0.0888671875,0.08544921875,0.09765625,0.0810546875
28672,35704.71794579822,6,136,0,4,136,-0.6764705882352942,33.0,0.09619140625,0.07861328125,0.09765625,0.0869140625,0.08251953125,0.07861328125,0.1044921875,0.1044921875,0.076171875,0.083984375,0.1103515625
30720,226363.79440196842,6,45,0,4,45,-0.022222222222222265,10.25,0.09033203125,0.08642578125,0.099609375,0.08642578125,0.09130859375,0.07666015625,0.0986328125,0.09423828125,0.103515625,0.087890625,0.0849609375
32768,416524.8646399557,6,45,0,4,45,-0.022222222222222265,10.25,0.07568359375,0.08154296875,0.0966796875,0.09375,0.08642578125,0.07861328125,0.10107421875,0.0966796875,0.09375,0.09814453125,0.09765625
34816,29279.457705663615,8,58,0,4,58,-0.2413793103448277,13.5,0.08837890625,0.103515625,0.09716796875,0.08642578125,0.0810546875,0.0869140625,0.1015625,0.0927734375,0.0869140625,0.0927734375,0.08251953125
36864,219918.48998760417,8,58,0,4,58,-0.2413793103448277,13.5,0.080078125,0.0859375,0.10595703125,0.09423828125,0.08642578125,0.0869140625,0.10205078125,0.0869140625,0.0791015625,0.095703125,0.0966796875
38912,85173.27260305174,9,58,0,4,58,-0.2413793103448277,13.5,0.08544921875,0.08642578125,0.08544921875,0.09619140625,0.0830078125,0.08984375,0.10107421875,0.08837890625,0.09912109375,0.0927734375,0.09228515625
40960,275698.2533394175,9,69,0,4,69,-0.3623188405797102,16.25,0.09228515625,0.0966796875,0.08349609375,0.083984375,0.07666015625,0.08642578125,0.099609375,0.09033203125,0.09521484375,0.10595703125,0.08935546875
43008,465724.7586520377,9,67,0,4,67,-0.34328358208955234,15.75,0.08935546875,0.087890625,0.08154296875,0.10107421875,0.08056640625,0.08056640625,0.1103515625,0.0849609375,0.09912109375,0.0859375,0.0986328125
45056,655262.7110477033,9,67,0,4,67,-0.34328358208955234,15.75,0.08740234375,0.08544921875,0.08642578125,0.099609375,0.08544921875,0.07958984375,0.11328125,0.0849609375,0.08642578125,0.09130859375,0.10009765625
47104,844355.8946799736,9,8,0,4,8,4.499999999999999,1.0,0.08349609375,0.09814453125,0.09375,0.09814453125,0.0810546875,0.08203125,0.09326171875,0.08984375,0.087890625,0.10400390625,0.08837890625
49152,179844.89614251684,10,237,0,4,237,-0.9662447257383967,58.25,0.10498046875,0.08642578125,0.0908203125,0.1015625,0.07080078125,0.0849609375,0.10986328125,0.08447265625,0.09130859375,0.09326171875,0.08154296875
