Step,Performance,Game Manager Index,Best Route Energy,Curriculum Step,Target Route Energy,Efficiency,Improvement,Gap,Action_0,Action_1,Action_2,Action_3,Action_4,Action_5,Action_6,Action_7,Action_8,Action_9,Action_10
2048,190665.40318989815,1,75,0,4,5.333333333333334,3.986666666666668,17.75,0.0859375,0.091796875,0.0986328125,0.1025390625,0.0869140625,0.0966796875,0.08544921875,0.08154296875,0.08544921875,0.095703125,0.08935546875
4096,86199.75022682674,2,899,0,4,0.44493882091212456,-0.9165739710789766,223.75,0.0888671875,0.0869140625,0.095703125,0.0947265625,0.08837890625,0.0830078125,0.10888671875,0.08740234375,0.09423828125,0.0869140625,0.0849609375
6144,23027.03518560693,3,45,0,4,0.0,0.6666666666666665,10.25,0.08642578125,0.1005859375,0.0859375,0.09521484375,0.0810546875,0.08837890625,0.09326171875,0.09326171875,0.09130859375,0.09228515625,0.09228515625
8192,49777.308471874276,4,42,0,4,0.0,0.07142857142857137,9.5,0.08203125,0.0947265625,0.08837890625,0.0966796875,0.09130859375,0.0869140625,0.09619140625,0.09375,0.091796875,0.09130859375,0.0869140625
10240,240381.44787270157,4,900,0,4,0.4444444444444444,-0.9533333333333334,224.0,0.08984375,0.08740234375,0.0771484375,0.099609375,0.0966796875,0.0869140625,0.10546875,0.095703125,0.08837890625,0.08544921875,0.08740234375
12288,430523.6307511059,4,44,0,4,9.090909090909092,-0.04545454545454536,10.0,0.087890625,0.09326171875,0.0927734375,0.091796875,0.0810546875,0.09765625,0.08935546875,0.1005859375,0.08544921875,0.09765625,0.08251953125
14336,98686.19998174682,5,28,0,4,14.285714285714285,0.4999999999999999,6.0,0.09033203125,0.0849609375,0.1005859375,0.091796875,0.08251953125,0.095703125,0.09814453125,0.07861328125,0.09326171875,0.099609375,0.08447265625
16384,65246.174025414904,6,17,0,4,23.52941176470588,0.6470588235294118,3.25,0.08544921875,0.08837890625,0.1005859375,0.095703125,0.09130859375,0.08544921875,0.09228515625,0.09375,0.09326171875,0.095703125,0.078125
18432,40368.24262760008,7,291,0,4,1.3745704467353952,-0.9415807560137458,71.75,0.1064453125,0.09814453125,0.09423828125,0.09619140625,0.07763671875,0.08642578125,0.0859375,0.0927734375,0.0810546875,0.10205078125,0.0791015625
20480,35238.457517975,8,1177,0,4,0.33984706881903143,-0.9855564995751911,293.25,0.080078125,0.09765625,0.08251953125,0.0908203125,0.0859375,0.08251953125,0.10498046875,0.08349609375,0.1015625,0.1064453125,0.083984375
22528,49031.199924692344,9,876,0,4,0.45662100456621,-0.9805936073059361,218.0,0.09423828125,0.09716796875,0.09765625,0.08740234375,0.08642578125,0.0888671875,0.09716796875,0.07958984375,0.0908203125,0.1015625,0.0791015625
24576,14359.977681621496,10,876,0,4,0.0,-0.9805936073059361,218.0,0.099609375,0.10107421875,0.08837890625,0.08984375,0.07763671875,0.07666015625,0.1005859375,0.087890625,0.095703125,0.0927734375,0.08984375
26624,205059.91401268973,10,55,0,4,7.2727272727272725,-0.6909090909090908,12.75,0.0947265625,0.09619140625,0.091796875,0.07958984375,0.095703125,0.0849609375,0.08544921875,0.0859375,0.09619140625,0.08935546875,0.10009765625
28672,395271.2152987174,10,55,0,4,7.2727272727272725,-0.6909090909090908,12.75,0.08984375,0.09033203125,0.091796875,0.0947265625,0.087890625,0.08642578125,0.09130859375,0.09375,0.10595703125,0.0859375,0.08203125
30720,180786.64025820582,11,239,0,4,1.6736401673640167,-0.9288702928870293,58.75,0.08984375,0.095703125,0.0947265625,0.0830078125,0.08984375,0.07568359375,0.09912109375,0.1015625,0.09619140625,0.08984375,0.08447265625
32768,167189.7820978402,12,471,0,4,0.8492569002123143,-0.9639065817409767,116.75,0.08056640625,0.0869140625,0.0849609375,0.08837890625,0.09423828125,0.1005859375,0.099609375,0.09912109375,0.09814453125,0.0849609375,0.08251953125
34816,174644.67831996182,13,31,0,4,12.903225806451612,-0.45161290322580644,6.75,0.09033203125,0.0859375,0.09716796875,0.08544921875,0.09521484375,0.087890625,0.10302734375,0.095703125,0.0888671875,0.0927734375,0.07763671875
36864,175286.518804675,14,157,0,4,2.547770700636943,-0.89171974522293,38.25,0.08740234375,0.080078125,0.099609375,0.08935546875,0.08984375,0.0830078125,0.10546875,0.09423828125,0.09228515625,0.0888671875,0.08984375
38912,99520.33407319117,15,3362,0,4,0.1189767995240928,-0.9949434860202261,839.5,0.09765625,0.08837890625,0.08740234375,0.087890625,0.08984375,0.0908203125,0.10107421875,0.08642578125,0.09228515625,0.08447265625,0.09375
40960,290005.0697503482,15,86,0,4,4.651162790697675,-0.8023255813953488,20.5,0.083984375,0.08349609375,0.0927734375,0.10107421875,0.083984375,0.08349609375,0.10986328125,0.08837890625,0.09228515625,0.09912109375,0.08154296875
43008,150804.63234917005,16,312,0,4,1.282051282051282,-0.9455128205128206,77.0,0.07958984375,0.07666015625,0.09033203125,0.08544921875,0.09228515625,0.08544921875,0.1142578125,0.0927734375,0.10693359375,0.083984375,0.09228515625
45056,182540.70466641252,17,897,0,4,0.4459308807134894,-0.9810479375696767,223.25,0.09228515625,0.072265625,0.08935546875,0.09130859375,0.08056640625,0.09228515625,0.10791015625,0.099609375,0.0859375,0.0927734375,0.095703125
47104,372818.290003621,17,38,0,4,10.526315789473683,-0.5526315789473685,8.5,0.10009765625,0.0830078125,0.0810546875,0.0849609375,0.08349609375,0.0927734375,0.0927734375,0.0927734375,0.10595703125,0.09716796875,0.0859375
49152,145136.35238393085,18,377,0,4,1.0610079575596816,-0.9549071618037135,93.25,0.08447265625,0.08447265625,0.08056640625,0.099609375,0.0869140625,0.10009765625,0.09375,0.08447265625,0.1025390625,0.0849609375,0.09814453125
51200,44462.946595308575,19,25,0,4,0.0,-0.31999999999999995,5.25,0.07861328125,0.0888671875,0.103515625,0.10498046875,0.08154296875,0.0888671875,0.09814453125,0.09326171875,0.09033203125,0.07666015625,0.09521484375
53248,234998.28421993656,19,47,0,4,8.51063829787234,-0.6382978723404255,10.75,0.07177734375,0.0908203125,0.09228515625,0.09619140625,0.0888671875,0.08642578125,0.09814453125,0.07861328125,0.1015625,0.09619140625,0.09912109375
55296,121411.10528100385,20,414,0,4,0.966183574879227,-0.9589371980676328,102.5,0.0771484375,0.0830078125,0.08740234375,0.09130859375,0.0966796875,0.09033203125,0.10009765625,0.09130859375,0.0947265625,0.09033203125,0.09765625
57344,28901.47216981568,21,303,0,4,1.3201320132013201,-0.9438943894389439,74.75,0.0830078125,0.09521484375,0.09375,0.09033203125,0.07763671875,0.0927734375,0.1025390625,0.0966796875,0.08544921875,0.08935546875,0.09326171875
59392,49320.66339543585,22,44,0,4,9.090909090909092,-0.6136363636363635,10.0,0.072265625,0.08203125,0.07861328125,0.1064453125,0.0947265625,0.10009765625,0.10400390625,0.07763671875,0.09326171875,0.0859375,0.10498046875
61440,56205.49106126163,23,44,0,4,0.0,-0.6136363636363635,10.0,0.0791015625,0.07568359375,0.08447265625,0.09326171875,0.08056640625,0.1005859375,0.09521484375,0.09619140625,0.10302734375,0.08544921875,0.1064453125
63488,246802.33258807482,23,68,0,4,5.88235294117647,-0.75,16.0,0.080078125,0.10009765625,0.087890625,0.09765625,0.0869140625,0.09619140625,0.09619140625,0.08837890625,0.08349609375,0.08740234375,0.095703125
65536,436911.59688535583,23,68,0,4,5.88235294117647,-0.75,16.0,0.06396484375,0.0966796875,0.09619140625,0.09228515625,0.07763671875,0.10009765625,0.09619140625,0.095703125,0.08935546875,0.087890625,0.10400390625
67584,626555.5963114197,23,68,0,4,5.88235294117647,-0.75,16.0,0.08447265625,0.08251953125,0.08154296875,0.103515625,0.0810546875,0.08251953125,0.099609375,0.08984375,0.10400390625,0.0830078125,0.10791015625
69632,163747.93734811465,24,269,0,4,1.486988847583643,-0.9368029739776952,66.25,0.0751953125,0.0908203125,0.0908203125,0.103515625,0.07275390625,0.0869140625,0.10400390625,0.1025390625,0.07763671875,0.0869140625,0.10888671875
